HERBACEOUS	ER0BEY1SHAH0S
MONTANO	MAO2NTAA1NOW0
SPIRITUALLY	SPIH1RIH0CHUW2AH0LIY2
DELORENZO(1)	DEY2LAO0REH1NZOW0
OILING	OY1LIH0NG
GUSLAN	GUW1ZLAA2N
AUTHIER	AO1THIY0ER0
DONN	DAA1N
MEMMER	MEH1MER0
ROCHEFORT	RAA1KIH0FER0T
CANFOR	KAE1NFER0
OLIVIERI	OW0LIY0VIH1RIY0
ALAS	AH0LAE1S
SALADS	SAE1LAH0DZ
NANDAIME	NAE1NDEY2M
BECKLEY	BEH1KLIY0
INJECTED	IH2NJHEH1KTAH0D
BROEKER	BROW1KER0
WIGTON	WIH1GTAH0N
HIPSHER	HHIH1PSHER0
MOONSHINE	MUW1NSHAY2N
MCENTYRE	MAE1KAH0NTAY0R
SLIFE	SLAY1F
PREFERENTIALLY	PREH2FER0EH1NSHAH0LIY0
DILATE	DAY2LEY1T
ZUVER	ZUW1VER0
KASEY	KAE1SIY0
VIGLIONE	VIH0GLIY0OW1NIY2
UNLINED	AH0NLAY1ND
BARNARDS	BAA1RNER0DZ
TOLLESON	TAA1LIH0SAH0N
GERMANIA	JHER0MEY1NIY0AH0
MIME	MAY1M
GURGLE	GER1GAH0L
PROFESSIONALIZE	PRAH0FEH1SHAH0NAH0LAY2Z
KIRMSE	KER1MSIY0
NOWAKOWSKI	NAW0AH0KAO1FSKIY0
DRUGSTORE	DRAH1GSTAO2R
OMAN	OW0MAA1N
WELGE	WEH1LJH
ARK	AA1RK
MOTOR'S	MOW1TER0Z
THEM	DHEH1M
BELLARD	BIH0LAA1RD
BRISENDINE	BRIH1SIH0NDAY2N
GUERRY	GER0IY1
FREEMAN	FRIY1MAH0N
ARCHIE	AA1RCHIY0
POLLUTING	PAH0LUW1TIH0NG
NEEDHAM'S	NIY1DAH0MZ
CONSER	KAA1NSER0
NEEDLE	NIY1DAH0L
THEISSEN	THAY1SAH0N
MARGARITA	MAA2RGER0IY1TAH0
TOWER'S	TAW1ER0Z
WENDERS	WEH1NDER0Z
HULEN	HHAH1LAH0N
WHISPER	WIH1SPER0
CLOUTIER	KLAW1TIY0ER0
MONONGAHELA	MAH0NAO2NGGAH0HHEY1LAH0
MISBEHAVIOR	MIH2SBAH0HHEY1VYER0
MAXXAM	MAE1KSAH0M
AVERS	EY1VER0Z
TAUSSIG	TAW1SIH0G
SIGMAFORM	SIH1GMAH0FAO0RM
BECKIE	BEH1KIY0
LEITCH	LIY1CH
RIVENBURG	RIH1VAH0NBER0G
INTERACTS(1)	IH2NER0AE1KTS
YANNUZZI	YAA0NUW1TSIY0
LOUDSPEAKER	LAW1DSPIY2KER0
SOMALIA'S	SAH0MAA1LIY0AH0Z
SERPENT'S	SER1PAH0NTS
TARTER	TAA1RTER0
COBLER(1)	KOW1BLER0
FU	FUW1
MARGARET(2)	MAA1RGRIH0T
BASTONE	BAA1STOW0N
ROGALSKI	RAH0GAA1LSKIY0
BEIRNE	BIH1RN
MATTIAS	MAE1SHAH0Z
CULBERT	KAH1LBER0T
INVESTED(1)	IH2NVEH1STIH0D
TURN-OUT	TER1NAW2T
RODEOS	ROW1DIY0OW2Z
LURIE	LUH1RIY0
MILNES	MIH1LNZ
FRIGATES	FRIH1GAH0TS
CWIK	KWIH1K
ANTITRUST	AE2NTAY0TRAH1ST
NIAID	NAY1EY2D
NEWSREELS	NUW1ZRIY2LZ
PROGNOSTICATION	PRAA0GNAA2STAH0KEY1SHAH0N
WICKLAND	WIH1KLAH0ND
JARDIN	JHAA1RDIH0N
SPIRIT	SPIH1RAH0T
OLIGOPOLY	AA2LIH0GAA1PAH0LIY0
CORPUZ	KAO1RPUW0Z
TAXPAYERS'	TAE1KSPEY2ER0Z
RESULTED	RIH0ZAH1LTIH0D
TROPOPAUSE	TRAA1PAH0PAO2Z
MESKILL	MEH1SKIH0L
AWTREY	AO1TRIY0
WHIPPS(1)	HHWIH1PS
UNDERWAY	AH2NDER0WEY1
MARELDA	MAA0REH1LDAH0
AMBASSADRESS	AE0MBAE1SAH0DRAH0S
LOBERG	LOW1BER0G
RUDMAN'S	RAH1DMAH0NZ
TEDESCO	TEH0DEH1SKOW0
TRAVOLTA	TRAH0VOW1LTAH0
BUOYANCY	BOY1AH0NSIY0
DEPOSITORS'	DIH0PAA1ZIH0TER0Z
MANISCALCO	MAA0NIY0SKAA1LKOW0
BUERKLE	BYUW1RKAH0L
CIRCUSES	SER1KAH0SAH0Z
DEFENSIBLE	DIH0FEH1NSAH0BAH0L
KNIEVEL(1)	NIY1VAH0L
IRETTA	IH2REH1TAH0
PETTINATO	PEH0TIY0NAA1TOW0
BALLOONING	BAH0LUW1NIH0NG
KOZNOVSKY'S	KAA2ZNAA1FSKIY0Z
WIGMORE	WIH1GMAO0R
PERLIS	PER1LIH2S
ZELEZNIK	ZIH0LEH1ZNIH0K
KOCINSKI	KAH0CHIH1NSKIY0
UEBEL	UH1BAH0L
FRANCZAK	FRAE1NCHAE0K
PLIERS	PLAY1ER0Z
OZZY	AA1ZIY2
JOKING	JHOW1KIH0NG
STUD	STAH1D
BARTHOLOMEW	BAA0RTHAA1LAH0MYUW2
REDFORD'S	REH1DFER0DZ
GUAY	GEY1
UNJUSTIFIED	AH0NJHAH1STAH0FAY2D
HOLTROP	HHOW1LTRAH0P
DEMEANOR	DIH0MIY1NER0
VALHI	VAE1LHHIY0
GUL	GAH1L
PLACES(1)	PLEY1SIH0Z
BEAGEN	BIY1GAH0N
TVS	TIY1VIY1Z
SHEROD	SHEH1RAH0D
PARLETTE	PAA2RLEH1T
TROUSDALE	TER1AH0SDEY0L
JUNKER	JHAH1NGKER0
BLANDER	BLAE1NDER0
NIHON	NIH1HHAA0N
SHELVE	SHEH1LV
CALNY	KAE1LNIY0
REPEATING(1)	RIY0PIY1TIH0NG
STANNIE	STAE1NIY0
AQUATIC	AH0KWAA1TIH0K
CAROL(1)	KEH1RAH0L
ENJOYABLE	EH2NJHOY1AH0BAH0L
CICILY	CHIH1CHAH0LIY0
LUXOR	LAH1KSER0
SEMICLASSICAL(2)	SEH2MAY0KLAE1SIH0KAH0L
BHATIA	BAA1SHAH0
ARAMONY	AA1RAH0MOW2NIY0
FERETLOW	FEH1RAH0TLOW0
CHEETAHS	CHIY1TAH0Z
NEMECEK	NEH1MIH0SIH0K
WILENSKY	WAH0LEH1NSKIY2
HILLER	HHIH1LER0
COMMINGLE(1)	KOW0MIH1NGGAH0L
SOFIA'S	SOW0FIY1AH0Z
UNZIP	AH0NZIH1P
CONGENITAL	KAH0NJHEH1NAH0TAH0L
DISUSE	DIH0SYUW1S
BLUNTED(1)	BLAH1NTIH0D
UNACCOUNTED	AH2NAH0KAW1NTIH0D
CACKLING	KAE1KAH0LIH0NG
WASSUM	WAA1SAH0M
REINDUSTRIALIZE	RIY0IH0NDAH1STRIY0AH0LAY0Z
EKED	IY1KT
TOUGHIE	TAH1FIY0
FIGUEIRA	FIY0GEH1RAH0
NAZER	NEY1ZER0
OLAF	OW1LAA0F
WEISEL(2)	WIY2ZEH1L
WOJTAS	WOY1TAH0S
HARSHER	HHAA1RSHER0
RASMUSSON	RAE1ZMAH0SAH0N
COSMOPULOS	KAO2ZMAH0PYUW1LOW0S
HERSCHELL	HHER1SHAH0L
TREUHANDANSTALT	TRUW2HHAE1NDAH0NSTAA2LT
RELEASED	RIY0LIY1ST
AKEL	AH0KEH1L
MATERIALIST	MAH0TIH1RIY0AH0LIH0ST
GAUGH	GAO1
BURHAM	BER1HHAH0M
CABLE'S	KEY1BAH0LZ
EXPLOSIONS	IH0KSPLOW1ZHAH0NZ
SPITALE	SPIY0TAA1LIY0
AMMERMAN	AE1MER0MAH0N
KUBLY	KAH1BLIY0
BOOGIE-WOOGIE(1)	BUH1GIY0WUH1GIY0
TWOHIG	TWOW1HHIH0G
MOLLICA	MAA1LIH0KAH0
DARKEST	DAA1RKAH0ST
SILICONE	SIH1LAH0KOW2N
JAYNE	JHEY1N
CRIGLER	KRIH1GLER0
BENET'S	BEH1NAH0TS
REAGANOMICS	REY2GAH0NAA1MIH0KS
BOLDUC'S	BOW1LDAH0KS
TALKS	TAO1KS
HUMOUR	HHYUW1MER0
KONZ	KAA1NZ
BATY	BEY1TIY0
RUMSFELD	RAH1MZFEH2LD
MANKILLER	MAE1NKIH2LER0
LITTON'S	LIH1TAH0NZ
NATIVES	NEY1TIH0VZ
THRILLED	THRIH1LD
HIERHOLZER	HHAY1RHHOW0LZER0
BLASTOMA	BLAE2STOW1MAH0
VIAG'S	VAY1AE0GZ
BEAVIN	BIY1VIH0N
SWIRSKY	SWER1SKIY0
HEMKER	HHEH1MKER0
TOWNSEL	TAW1NSAH0L
DERRICKSON	DEH1RIH0KSAH0N
LETIZIA	LEH0TIY1ZIY0AH0
FERTITTA	FER0TIY1TAH0
DURA	DUH1RAH0
CARBURETION	KAA2RBYER0IY1SHAH0N
OCCURS	AH0KER1Z
SYSTRAN	SAY1STRAE2N
SHORTENED	SHAO1RTAH0ND
IMPLODES	IH2MPLOW1DZ
NEEDLESSLY	NIY1DLAH0SLIY0
GASPER	GAE1SPER0
THROMBOLYSIS(1)	THRAA0MBAA1LIH0SIH0S
DUZAN	DUW1ZAH0N
TWIGGS	TWIH1GZ
MEYOHAS	MEY0OW1HHAA0S
DIJKER	DIY1KER0
HAFNIUM	HHAE1FNIY0AH0M
ELABORATED	IH0LAE1BER0EY0TAH0D
PROTESTING	PRAH0TEH1STIH0NG
FRUIN	FRUW1IH0N
HEPBURN	HHEH1PBER0N
NAMIBIAN	NAH0MIH1BIY0AH0N
BLONDES	BLAA1NDZ
KOMAR	KOW1MER0
THAWS	THAO1Z
GLITTERED	GLIH1TER0D
JEWISH	JHUW1IH0SH
NORTHOLT	NAO1RTHAO0LT
LEAGUE	LIY1G
KUME	KYUW1M
UHLS	UW1LZ
TS	TIY1EH1S
MAKEGOODS	MEY1KGUH2DZ
MARONE	MER0OW1N
ARBITRON(1)	AA1RBAH0TRAH0N
AUGUSTUS	AA0GAH1STAH0S
SEADER	SIY1DER0
KROL	KRAO1L
KRYSIAK	KRIH1SIY0AE0K
LANDOVER	LAE1NDOW2VER0
JETHRO	JHEH1THROW0
LAUTNER	LAW1TNER0
CAIRO'S	KAY1ROW0Z
FONDKOMMISSION	FAA2NDKAH0MIH1SHAH0N
NEVIN	NEH1VIH0N
BEHLKE	BEH1LK
AVERAGE(1)	AE1VRIH0JH
HALLOCK	HHAE1LAH0K
HODGINS	HHAA1JHIH0NZ
YASUYOSHI	YAA2SUW0YOW1SHIY0
BAMBENEK	BAE0MBEH1NEH0K
BEANBLOSSOM	BIY1NBLAH0SAH0M
PERCHANCE	PER0CHAE1NS
OLUND	AA1LAH0ND
MARCKS	MAA1RKS
LARUE	LER0UW1
EE	IY1
ENTOMBMENT	IH0NTUW1MMAH0NT
REEL	RIY1L
GRADES	GREY1DZ
IRAS	AY1RAH0Z
DEFROST	DIH0FRAO1ST
VASSILIOU	VAE2SIH1LIY0UW0
GLASSBLOWING	GLAE1SBLOW2IH0NG
QUESTION'S	KWEH1SCHAH0NZ
FERRIED	FEH1RIY0D
FIRMA	FER1MAH0
BROKEN-WINDED	BROW1KAH0NWIH1NDIH0D
HYDROGENATED(1)	HHAY0DRAA1JHAH0NEY2TIH0D
FLIPPER	FLIH1PER0
SCHLOESSER	SHLAA1IH0SER0
WOBBLING	WAA1BAH0LIH0NG
HITCHED	HHIH1CHT
RANS	RAE1NZ
BOLCH	BOW1LCH
BA'ATH(1)	BAA1AA0TH
KUCEWICZ	KYUW1SIH0WIH0TS
RESPONDING	RIH0SPAA1NDIH0NG
RESEED	RIY0SIY1D
GRAMES	GREY1MZ
CHAPLIN'S	CHAE1PLIH0NZ
MAYFIELD(1)	MEY1FIH0LD
MICROSCOPES	MAY1KRAH0SKOW2PS
UNRAVELS	AH0NRAE1VAH0LZ
WRESTLES	REH1SAH0LZ
EDIZIONE	EH0DIY2ZIY0OW1NIY0
INTELLECTS(2)	IH1NTAH0LEH2KS
HELICOPTERS	HHEH1LIH0KAA2PTER0Z
FRIENDS'	FREH1NDZ
PHYSICIANS'	FIH0ZIH1SHAH0NZ
EMBEZZLEMENT	EH0MBEH1ZAH0LMAH0NT
MOGAYON'S	MOW2GAA0YAO1NZ
VERDUN	VER1DAH0N
ANDRETTI	AE2NDREH1TIY0
SCHWALIER	SHWAA1LYER0
NOMINAL	NAA1MAH0NAH0L
ENGWALL	IH0NGGWAO1L
BURBY	BER1BIY0
DETTER	DEH1TER0
GILBRETH	GIH1LBRIH0TH
LAKES	LEY1KS
WARDELL	WAO1RDEH0L
DUCAL	DUW1KAH0L
REGIMES(1)	REY0ZHIY1MZ
EWALT	YUW1AH0LT
NONPROFIT	NAA0NPRAA1FAH0T
MIDST(1)	MIH1ST
HUNDREDTH	HHAH1NDRAH0DTH
CARMEAN	KAA1RMIY2AH0N
MISSISSIPPI'S	MIH2SIH0SIH1PIY0Z
NARRATED	NEH1REY2TIH0D
NARRATOR	NEH1REY0TER0
LEUCADIA	LUW0KEY1DIY0AH0
ORNDA	AO1RNDAH0
FORTUNE	FAO1RCHAH0N
BUB	BAH1B
LAYDEN	LEY1DAH0N
BREAUX	BROW1
BRAZOS	BRAA1ZOW0S
NORTHFIELD	NAO1RTHFIY2LD
RADDER	RAE1DER0
BILLITER	BIH1LIY0TER0
CASUALTY	KAE1ZHAH0WAH0LTIY0
SHIFTY	SHIH1FTIY0
FORTRESSES	FAO1RTRAH0SIH0Z
FATHERLESS	FAA1DHER0LAH0S
LINGUIST	LIH1NGGWIH0ST
UNPRESERVED(1)	AH0NPRIH0ZER1VD
MOLESTS	MAH0LEH1STS
TENANTS	TEH1NAH0NTS
KISSLER	KIH1SLER0
AUTOPART	AO1TOW0PAA2RT
LEVENBERG	LIY1VAH0NBER0G
KILGOUR	KIH1LGER0
GROINED	GROY1ND
ELSEWHERE	EH1LSWEH2R
FLOODGATE	FLAH1DGEY2T
HAIMOWITZ	HHAY1MAH0WIH0TS
NEIDLINGER	NAY1DAH0LIH0NGER0
HUETHER	HHUH1DHER0
CHAU	SHOW1
WHORLS(2)	HHWAO1RLZ
CONCORD	KAA1NKAO2RD
LALL	LAO1L
MCFATTER	MAH0KFAE1TER0
PARNELL	PAA1RNAH0L
BALLA	BAE1LAH0
GOIZUETA	GOY2ZWEY1TAH0
COMPOTE	KAA1MPOW0T
EPISTEMOLOGY	EH0PIH2STAH0MAA1LAH0JHIY2
ORLA	AO1RLAH0
TRAYNOR	TREY1NER0
MISTREATS	MIH0STRIY1TS
ADAPTEC'S	AH0DAE1PTEH2KS
MATERIALIZED	MAH0TIH1RIY0AH0LAY2ZD
SIG	SIH1G
SOBIBOR(1)	SOW0BIH1BAO0R
FRONT'S	FRAH1NTS
CHEATING	CHIY1TIH0NG
TWINKLES	TWIH1NGKAH0LZ
CONDOM	KAA1NDAH0M
BREWED	BRUW1D
HARDCASTLE	HHAA1RDKAE2SAH0L
SUFFUSING	SAH0FYUW1ZIH0NG
PREJUDGED	PRIY0JHAH1JHD
FLOREY	FLAO1RIY0
OPPONENTS	AH0POW1NAH0NTS
ABSENTEEISM	AE2BSAH0NTIY1IH0ZAH0M
BIRCHMEIER	BER1KMAY0ER0
PRINTEMPS	PRIH1NTEH0MPS
KLEFFNER	KLEH1FNER0
ERR(1)	ER1
LASATER	LAE1SEY0TER0
CYCLISTS(2)	SAY1KAH0LIH0S
POTTY	PAA1TIY0
WHACK(1)	HHWAE1K
CAUTIONING	KAO1SHAH0NIH0NG
HOMEFED'S	HHOW1MFEH2DZ
PROUDFIT	PRAW1DFIH2T
ANTIAIRCRAFT	AE2NTAY0EH1RKRAE2FT
GOLDHAMMER	GOW1LDHHAE2MER0
GABRIELSON(1)	GEY1BRIY0EH0LSAH0N
OVERZEALOUS	OW2VER0ZEH1LAH0S
ALLEGHENY'S	AE2LAH0GEY1NIY0Z
HATCH'S	HHAE1CHIH0Z
INTERESTING	IH1NTAH0REH2STIH0NG
SNADER	SNEY1DER0
DOTO	DOW1TOW0
MAGNESIUM	MAE0GNIY1ZIY0AH0M
STINER	STAY1NER0
MOYES	MOY1Z
MASOCHISM	MAE1SAH0KIH0ZAH0M
MELTS	MEH1LTS
SPRIGHTLY	SPRAY1TLIY0
OMMEN(1)	OW1MAH0N
PAPE	PEY1P
DOROTHY'S	DAO1RAH0THIY0Z
BARINCO	BER0IH1NGKOW2
BANKEAST	BAE2NGKIY1ST
CALECA	KAA0LEH1KAH0
SEILS	SAY1LZ
ALBERN	AE1LBER0N
AEROMAR(1)	EH1ROW0MAA0R
PILLS	PIH1LZ
UGALDE	UW0GAA1LDIY0
CRIS	KRIH1S
NUGGETS	NAH1GAH0TS
GABALDON	GAA0BAA0LDAO1N
MACARI	MAA0KAA1RIY0
SCANT	SKAE1NT
LEJEUNE	LEH1YOY0N
CINO	CHIY1NOW0
WESTERFELD	WEH1STER0FEH2LD
WADAS	WAA1DAH0Z
MOUNTS	MAW1NTS
BORAL	BAO1RAH0L
FOOLING	FUW1LIH0NG
LITURGICAL	LAH0TER1JHIH0KAH0L
LATO	LAA1TOW0
TRIB	TRIH1B
MAUSER	MAW1SER0
PAPERBOY	PEY1PER0BOY2
CORMAN	KAO1RMAH0N
HEN	HHEH1N
SYNDICATED	SIH1NDIH0KEY2TIH0D
LASSETER	LAE1SIY0TER0
SHATTERPROOF	SHAE1TER0PRUW2F
ROOFING	RUW1FIH0NG
GAMBOA	GAA0MBOW1AH0
FRONTS	FRAH1NTS
FESTIVA	FEH0STIY1VAH0
ARKWRIGHT	AA1RKRAY2T
AIRBAGS	EH1RBAE2GZ
BAYLES	BEY1LZ
OVERDRAWN	OW1VER0DRAO1N
KERBS	KER1BZ
SUGGESTS	SAH0JHEH1STS
GEOGRAPHICALLY(1)	JHIY2AH0GRAE1FIH0KLIY0
HEIZER	HHAY1ZER0
PRIZES	PRAY1ZAH0Z
WHIMS	WIH1MZ
SIMMON	SIH1MAH0N
LANCE'S	LAE1NSIH0Z
BUMGARDNER	BAH1MGAA2RDNER0
MILLIE	MIH1LIY0
ACCESS	AE1KSEH2S
FUNDAMENTALISTS	FAH2NDAH0MEH1NTAH0LIH0STS
MARABLE	MEH1RAH0BAH0L
OUTBIDDING	AW1TBIH2DIH0NG
DINARDO	DIH0NAA1RDOW2
KORANIC	KAO0RAE1NIH0K
WHISTLE	WIH1SAH0L
BAGGETT	BAE1GIH0T
GROSSED	GROW1ST
STEINMEYER	STAY1NMAY0ER0
HUYCK	HHAY1K
DOMINGO(1)	DAH0MIH1NGGOW0
KINDNESS	KAY1NDNAH0S
ERUPTS	IY2RAH1PTS
SHAHAR'S	SHAH0HHAA1RZ
WHITSEL(1)	HHWIH1TSAH0L
LACKNER	LAE1KNER0
AGGRANDIZING	AE1GRAH0NDAY2ZIH0NG
CONCERTED(1)	KAH0NSER1TIH0D
BECKERT	BEH1KER0T
MIDGETMAN	MIH1JHAH0TMAE2N
AMERIHOST	AH0MEH1RIH0HHOW2ST
DENNY'S	DEH1NIY0Z
SADAO	SAH0DAW1
SILKWOOD	SIH1LKWUH2D
OAHU	OW2AA1HHUW0
ADVISOR	AE0DVAY1ZER0
HOOFS(1)	HHUW1FS
PLANTZ	PLAE1NTS
SKEW	SKYUW1
IRONIES	AY1RAH0NIY0Z
LOANING	LOW1NIH0NG
SCOBY	SKOW1BIY0
O'DOUGHERTY	OW0DAA1HHER0TIY0
ENRON'S	EH1NRAA0NZ
THEOLOGICAL	THIY2AH0LAA1JHIH0KAH0L
WELLNER	WEH1LNER0
DELEO	DEH1LIY0OW0
BARAJAS	BAA0RAA1YAA0Z
TROWER	TRAW1ER0
JOURNALISTS'	JHER1NAH0LIH0STS
BARE	BEH1R
GUARANTY'S	GEH2RAH0NTIY1Z
GUINESS	GIH1NAH0S
HOLYFIELD	HHOW1LIY0FIY2LD
SUPERVALU	SUW2PER0VAE1LYUW0
MISINTERPRETING	MIH0SIH0NTER1PRAH0TIH0NG
LODATO	LOW0DAA1TOW0
SITHE	SAY1DH
BUCKED	BAH1KT
CAVALLI-SFOR	KAH0VAE2LIY0SFAO1R
GUERRE	GEH1R
APPROVING	AH0PRUW1VIH0NG
VALONE	VAH0LOW1N
TAMILS(1)	TAE1MIH0LZ
RIOTOUS	RAY1AH0TAH0S
TROUNG	TRAW1NG
SALZ	SAO1LZ
ANSCHLUSS	AE1NSHLAH0S
NORGE	NAO1RJH
LUMA	LUW1MAH0
KRATZ	KRAE1TS
WAINRIGHT	WEY1NRAY2T
GLAHN	GLAE1N
MCCAW'S	MAH0KAO1Z
MISTREATMENT	MIH0STRIY1TMAH0NT
FALCONET	FAE2LKAH0NEH1T
GRASSER	GRAE1SER0
SHOPWELL	SHAA1PWEH2L
HIRTH	HHER1TH
FILION	FIH1LYAH0N
TESSA	TEH1SAH0
MACEY	MEY1SIY0
HARVE	HHAA1RV
UNDERNOURISH	AH2NDER0NER1IH0SH
INDIFFERENCE	IH2NDIH1FER0AH0NS
SUNSCREENS(1)	SAH1NSKRIY0NZ
KREPS	KREH1PS
BEENKEN	BIY1NGKAH0N
TEDDIE	TEH1DIY0
BOARDER	BAO1RDER0
HEILBRUN	HHAY1LBRAH0N
VOLLAND	VAA1LAH0ND
MOLSON	MOW1LSAH0N
CHEYNE	CHEY1N
DUMM	DAH1M
WAAG	WAA1G
EGLE	EH1GAH0L
SCARE	SKEH1R
UNBUILDABLE	AH0NBIH1LDAH0BAH0L
MOORMAN	MUH1RMAH0N
MATTOS	MAE1TOW0Z
URBANITES	ER1BAH0NAY2TS
MACINTOSH'S	MAE1KAH0NTAA2SHIH0Z
CLEMANS	KLEH1MAH0NZ
MORETTO	MAO0REH1TOW0
EDWIN	EH1DWAH0N
SPACEK(1)	SPAA1SEH2K
GOO	GUW1
SUBS	SAH1BZ
MOOK	MUH1K
DICKSTEIN'S(1)	DIH1KSTIY2NZ
OHAIR	OW0HHEH1R
TARQUINIO	TAA0RKWIY1NIY0OW0
DESROCHES	DEY0ROW1SHIH0Z
RODMAN	RAA1DMAH0N
TRAPP	TRAE1P
KINKY	KIH1NGKIY0
NEWFIELD	NUW1FIY2LD
SHADOWLANDS	SHAE1DOW0LAE2NDZ
GRAFFIUS	GRAE1FIY0IH0S
DEBRIEF	DIH0BRIY1F
COVERAGE(1)	KAH1VER0IH0JH
GEISE	GAY1S
HELLISH	HHEH1LIH0SH
ASHTEC	AE1SHTEH0K
TAKETH	TEY1KAH0TH
POLICED	PAH0LIY1ST
DISGRUNTLEMENT	DIH0SGRAH1NTAH0LMAH0NT
GUEVARA'S	GEY0VAA1RAH0Z
DISPARAGES	DIH0SPEH1RIH0JHIH0Z
JUSTO	JHAH1STOW0
KAUFFMAN	KAO1FMAH0N
RESIDES(1)	RIY0ZAY1DZ
EPPERSON	EH1PER0SAH0N
SANDPOINT	SAE1NDPOY2NT
DISCONTENTS	DIH2SKAH0NTEH1NTS
OWSLEY	AW1SLIY0
SIPPED	SIH1PT
ZILLMER	ZIH1LMER0
REDLAND	REH1DLAH0ND
SIZEMORE	SAY1ZMAO0R
INDERAL	IH1NDER0AH0L
GAGLIANO	GAA0GLIY0AA1NOW0
WINEBARGER	WIH1NIH0BAA0RGER0
DELIGHTFUL	DIH0LAY1TFAH0L
FEUD	FYUW1D
DATAS(1)	DAE1TAH0Z
WRONGFUL	RAO1NGFAH0L
EROL	EH1RAH0L
SWORDFISH'S	SAO1RDFIH2SHIH0Z
FINEGOLD	FAY1NGOW2LD
DISDAINED	DIH0SDEY1ND
FARIBAULT	FAE1RAH0BAA2LT
BETZER	BEH1TZER0
RIDINGS	RAY1DIH0NGZ
MCCRAY	MAH0KREY1
PROSODY	PRAA1SAH0DIY0
ASTRAKHAN	AE1STRAH0KAA0N
AGROCHEMICAL	AE2GROW0KEH1MIH0KAH0L
STEEVES	STIY1VZ
ENCHANTMENT	EH0NCHAE1NTMAH0NT
BLACKMER	BLAE1KMER0
MEATIER	MIY1TIY0ER0
BROMWICH	BRAA1MWIH0CH
WORTH	WER1TH
SCHOOLBOOKS	SKUW1LBUH2KS
DEPENDING	DIH0PEH1NDIH0NG
REPOSSESS	RIY2PAH0ZEH1S
DILIBERTO	DIH0LIY0BEH1RTOW2
SUBMERGE	SAH0BMER1JH
INKATHA'S(1)	IH2NGKAA1TAH2Z
REPRISE(1)	RIH0PRIY1Z
WENDEL	WEH1NDAH0L
COURTEMANCHE	KAO2RTMAE1NSH
DELPHIA	DEH1LFIY0AH0
BAECHLE	BEH1KAH0L
GRIGAS	GRAY1GAH0Z
HOGSTON	HHAA1GSTAH0N
UMBRAGE	AH1MBRIH0JH
SPELLMEYER	SPEH1LMAY0ER0
RIDPATH	RIH1DPAE2TH
DILLING	DIH1LIH0NG
BILE	BAY1L
INTERNATIONALS	IH2NTER0NAE1SHAH0NAH0LZ
HELLBERG	HHEH1LBER0G
INEXPERIENCED	IH2NEH0KSPIH1RIY0AH0NST
DONAHOE	DAA1NAH0HHOW2
RUTZ	RAH1TS
SEAL	SIY1L
HINRICHS	HHIH1NRIH0KS
MITTAG	MIH1TAH0G
PAYDAY	PEY1DEY2
SCHEDULES(1)	SKEH1JHUW0LZ
BORMAN'S	BAO1RMAH0NZ
WHEATIES(1)	HHWIY1TIY0Z
INWARDLY	IH1NWER0DLIY0
FITZGIBBON	FIH2TSJHIH1BAH0N
RUTTLES	RAH1TAH0LZ
DUNEDIN	DUW1NAH0DIH0N
PHAGOCYTES	FAE1GAH0SAY2TS
DISCOUNT(1)	DIH1SKAW0NT
WHITESIDES(1)	HHWAY1TSAY2DZ
ACADEMIA	AE2KAH0DIY1MIY0AH0
FIBROUS	FAY1BRAH0S
OMNIBOOK	AA1MNIH0BUH2K
LAU	LAW1
PLEXIGLASS(1)	PLEH1KSIY0GLAE2S
WASMUND	WAO1ZMAH0ND
WILCOX	WIH1LKAA0KS
DIVERSIONS	DIH0VER1ZHAH0NZ
PHASED	FEY1ZD
STANCHED	STAE1NCHT
PROSECUTES	PRAA1SIH0KYUW2TS
EMELITA	EH0MEH0LIY1TAH0
KARDASHIAN	KAA1DAH0SHEY2N
ROKOSZ	RAA1KAH0SH
WHITMIRE(1)	HHWIH1TMAY2R
GRIDLEY	GRIH1DLIY0
SOIFFER	SOY1FER0
PANORAMA	PAE2NER0AE1MAH0
JURORS	JHUH1RER0Z
KNOEDLER	NOW1DAH0LER0
UNHINDERED	AH0NHHIH1NDER0D
KEDO	KEH1DOW0
FELDE	FEH1LD
CONVERSED	KAH0NVER1ST
TIBBIE	TIH1BIY0
DEBOE	DIH0BOW1
CHAPPUIS	SHAE1PUW0IH0Z
TOMATINO	TAA2MAH0TIY1NOW0
DRUDGERY	DRAH1JHER0IY0
ADDED	AE1DIH0D
APPALLED	AH0PAO1LD
NEWSREEL	NUW1ZRIY2L
HAITI'S	HHEY1TIY0Z
FRAHER	FRAA1ER0
FARSON	FAA1RSAH0N
TONIA	TOW1NIY0AH0
POLLINATION	PAA2LAH0NEY1SHAH0N
THIRTIES	THER1TIY0Z
COMMENCES	KAH0MEH1NSAH0Z
MASSEY	MAE1SIY0
AMAN	AA1MAH0N
DONZE	DAA1NZ
KIRTON	KER1TAH0N
SUU	EH1SYUW1YUW1
PUNCTURED	PAH1NGKCHER0D
LILLIPUTIAN	LIH2LAH0PYUW1SHAH0N
MONTREAL'S	MAA2NTRIY0AA1LZ
HOOSER	HHUW1ZER0
BROADCASTS	BRAO1DKAE2STS
PERIODICALS	PIH2RIY0AA1DIH0KAH0LZ
OUTCRIES	AW1TKRAY2Z
HAUGHTON	HHAO1TAH0N
MIDLANTIC(1)	MIH0DLAE1NIH0K
