ER0BEY1SHAH0S	HERBACEOUS
EH1NDER0Z	ENDRES
ER0IH1STAH0KRAE2T	ARISTOCRAT
MAA1R	MAR
SAW1NDIH0NGZ	SOUNDINGS
AA1RSIH0NOW0	ARCENEAUX
BEH1RIY0	BUERRY
SKAY1Z	SKIES
DAH0TROY1TS	DETROIT'S
NER1SER0IY0Z	NURSERIES
BAE1LAH0DZ	BALLADS
FIH1NGSTAH0N	PFINGSTEN
BRAW1NIH0NGZ	BROWNING'S
MAH0KAA1RTER0	MCARTOR
PEY1SHAH0NTS	PATIENTS'
RIY0FAY1L	REFILE
TAO1STIY0	TOSTI
AE1RIH0K	ARIC
MEH1DAH0L	MEDEL
MAO1SHHOW2LDER0	MOSSHOLDER
AA0RKAE1NAH0	ARCANA
LAH0MOW1ZH	LIMOGES(1)
ZEY1AA0Z	ZAYAS
LAE1GROW2	LAGROW
BAE1ZIH0NEH0T	BAZINET
BRAO1N	BRAUN
FRAA1K	FROCK
SUW0NAA1MIY0	TSUNAMI(1)
SOW0LAA1NOW0	SOLANO
IH1NJHAH0N	ENGINE(1)
FIY0LIH0NGGAA1MIY0	FILLINGAME
KAA1STIH0D	COSTED
RIY1GAH0NZ	REAGANS'(1)
VAA1NIY0	VONNIE
NIY1Z	NEASE
FAH1ND	PFUND
BAE1KSTROW2K	BACKSTROKE
BAE1PTIH2ZAH0MZ	BAPTISMS
REH2PRAH0ZAH0NTEY1SHAH0NZ	REPRESENTATIONS
AH0NNEY1MD	UNNAMED
MAY2EH1T	MYETTE
PAA1MER0Z	PALMER'S
GOW1LDAH0MER0	GOLDAMMER
KRAW1N	CROWN
FLEY1G	FLAIG
FAO0RKLOW1ZHER0	FORECLOSURE
MEH1LAH0ND	MELLAND
MIH0ZUW1NOW0	MIZUNO
KLOW1KIH0NG	CLOAKING
GAA1DAH0S	GODDESS
HHAA1BAH0LZ	HOBBLES
AH0TOW1L	ATOLL(2)
ROW1ZAH0NSTIY2L	ROSENSTEEL
BRIH1TAH0N	BRITON
AO1DAH0N	AUDEN
BAY2OW0FLEY1VAH0NOY0D	BIOFLAVONOID
PAE1NAH0LZ	PANEL'S
TAY1ER0SAH0M	TIRESOME
MAH0THAA1LAH0JHIY2	MYTHOLOGY
PRAH0PAO1RSHAH0NZ	PROPORTIONS
SAA1LAH0MAH0N	SOLOMON
LAA0NDOW1LFIY0	LANDOLFI
ZHIH1RAA2RDOW0	GIRARDOT
MIH1DFLAY2T	MIDFLIGHT
PEH1RIH0SH	PARISH(1)
HHAA1RDGUH2DZ	HARDGOODS
HHIH2MAH0LEY1AH0N	HIMALAYAN
MEH1RIY0	MARY
PAE1KIH0STAE2NZ	PAKISTAN'S
SAE1NDAH0N	SANDEN
KRAA1GAH0N	CROGHAN
MIH1LER0Z	MILLERS
KWEH1BIH0DOW0	QUEBEDEAUX
GEH2AH0SHEY1NGKOW0	GERASHCHENKO
VAE1NDER0WIH2LT	VANDERWILT
AH1LRIH0KAH0	ULRICA
KOW1EH1JHAH0KEY1SHAH0NAH0L	COEDUCATIONAL
NAA1NIH0MAH0KER0	NONNEMACHER
SAW0SEY1DOW0	SAUCEDO
AE1MZ	AMS
KIH1VIH0LAH0	KIVELA
FRAH1M	FROM
MAO1LTS	MALTS
DAH0VAY1NIH0NG	DIVINING
BAW1SER0MAH0N	BAUSERMAN
DAE2LFAA1NSOW0	DALFONSO
MAH1LTAH0TYUW2DZ	MULTITUDES
JHAE1KAH0B	JAKOB
GLAY1KAH0JHIH0N	GLYCOGEN
CHIH1LKAO0T	CHILCOTT
SHRIH1NGKS	SHRINKS
BAE1NDZ	BAND'S
MAH0KMAO1RAH0N	MCMORRAN
RIY0JHUW1VAH0NEY2TIH0NG	REJUVENATING
DYUW0LAO1NIY0	DULANY
REH1NAH0LDZ	REYNOLDS'
IH0LKAA1K	ELCOCK
ZAH0GAO1RSKIY0	ZAGORSKI
KAA1NGGRAH0GEY2T	CONGREGATE
STREH1ST	STRESSED
MAO1SBER0G	MOSSBERG
KAO0RAA2LOW1GOW0S	KOROLOGOS
KAH0GAO1RIY0	KGORI
LOY1	LOY
EY1VER0BEH2K	AVERBECK
AY1KAA0NZ	ICAHN'S
GAA1LIY0	GALI
HHEH1RLIH2NGGER0	HERRLINGER(1)
DOW1LJHEH0N	DOLGEN
GEH1MAH0L	GEMMELL
MIY0LAA1NOW0	MILANO
NAH1NSAH1CH	NONESUCH
IH2NTER0KAH0NEH1KSHAH0NZ	INTERCONNECTIONS
IH2NTIH0MEY1SHAH0NZ	INTIMATIONS
AE1LGAH0MIY2N	ALGEMENE
JHEH1SK	JESKE
MAE2ZAH0NGKAW1SKIY0	MAZANKOWSKI
EY1D	ADE
FOW2TOW0KAH0NDAH1KTIH0V	PHOTOCONDUCTIVE
LAE1MAH0NAH0TS	LAMINATES
EH2NDOW0THIY1LIY2AH0L	ENDOTHELIAL
KAE1TAH0LAO0G	CATALOG
TREH1KER0	TRACOR(1)
HHAY1POW0NEH2KS	HYPONEX
RUW1Z	ROOS
HHEH1NDRIH0KS	HENDRICKS
MAA0NSTRAA1SAH0TIY0	MONSTROSITY
NAH2MBER0WAH1N	NUMBER-ONE
DEY2MIH0RAA1JH	DEMIRAG
AE0BHHAO1RAH0NT	ABHORRENT
KEH1RIH0GAH0NZ	KERRIGAN'S
FAA1SAH0LZ	FOSSILS
SIH1SKAH0LZ	SISKEL'S
MAH0KAA1BER0	MACABRE(1)
NAY1FIH0NG	KNIFING
RAA1DOW0	RADO
KAE1LAH0MNIY0	CALUMNY
SIY1LOW0	CELO(1)
FLEH1CHAH0L	FLETCHALL
KAE1M	KAMM
DIH2SAH0BIH1LIH0TIY0	DISABILITY
DEH1ZIY0	DESI
SAH1LIH0NGER0	SULLINGER
UW0LIY0AA1NOW0	ULIANO
NIY1DAH0L	NEIDL
SAE1NDNAH0S	SANDNESS
ZAE1ROW0	ZARO
DIY1FIH0NDAO0RF	DIEFENDORF
KLEH1NDIH0NIH0N	CLENDENIN
PRAY1MKOW2	PRIMECO
VIH1RAH0LAH0NT	VIRULENT
GAE1LAH0P	GALLUP
EH2KSAH0NTRIH1SAH0TIY0	ECCENTRICITY
IY2TIY0AA1LAH0JHIY0Z	ETIOLOGIES
HHIH1LDER0BRAH0NT	HILDERBRANDT
KAE1ND	CANNED
AA1NTREY2	ENTREE
AW1TTEY2KS	OUTTAKES
BAH1TRAH0SIH0Z	BUTTRESSES(1)
AH0LIY1VIY0EY0TS	ALLEVIATES
KAA1WIH0TS	KOWITZ
HHYUW1LIH0T	HULETT
KRIH1SHER0	KRISCHER
VIH1KER0IY0	VICARY
KAO1LDWEH0LZ	CALDWELL'S
FIH1SKAH0L	FISCAL
EH1THIH0LBER0T	ETHELBERT
NUW1ZLEH2TER0Z	NEWSLETTERS
DIY1TSLER0	DIETZLER
AH2NDER0SKAO1RD	UNDERSCORED
AH0SHUH1RAH0NTSIH0Z	ASSURANCES(1)
PAE1LPAH0TEY0T	PALPITATE
PREH1SIH0JH	PRESAGE
GEY1LER0D	GAILLARD
BROY1LZ	BROYLES
SIH0NGGAH0PAO1RIY0AH0N	SINGAPOREAN
SEH0NTRAA1L	CENTRALE
BER1TRAH0D	BERTRADE
PRIY0PEY1MAH0NT	PREPAYMENT
SIH0NEY1AE0D	SINEAD
AA2RJHAH0NTIY1NAH0	ARGENTINA
YUW1NIH0VAH0	UNIVA
ROW1CH	ROACH
REY1TIH0NGZ	RATINGS
BEH2NAH0DIH1KTIY0NZ	BENEDICTINE'S
BAE1NYAH0N	BANYAN
SEH1PER0EY2TAH0D	SEPARATED
HHAE1FLIY0	HAFLEY
MER0AA1ZHAH0Z	MIRAGES
SHAA1IY0N	SCHOENE
PREH1SKAH0T	PRESCOT
KAO2RAH0LEY1SHAH0N	CORRELATION
MIH0RAA1Z	MIERAS
SIY1MAH0N	SEMAN
SNEH1	SNEH
LIY1P	LEPE
KWAY1AH0TAH0ST	QUIETEST
FLAE2JHAH0LEH1T	FLAGEOLET
DAH1	DAH
SAY1MAH0NZ	SIMONS
BAE1LAH0S	BALLASTS(1)
MAH0KNIY1LIY0	MCNEELY
WAA1NKS	WONKS
SPAA1NSER0D	SPONSORED
KREH1HHAH0N	CREHAN
DAO1LTAH0NZ	DALTONS
RAE1P	RAPPE
LIY1NIY0IH0S	LENIUS
AH1NDER0FAH2ND	UNDERFUND
KRAE1DIH0K	CRADIC
TIH1KIH0TMAE2STER0	TICKETMASTER
IH0GZAE1SER0BEY2TAH0D	EXACERBATED
KUW0TUH1R	COUTURE
LOW1KAH0LAY2Z	LOCALIZE
LAW1TZIH0NHHAY0ZER0	LOUTZENHISER
KOW1LDLIY0	COLDLY
WAO1BAE0SH	WABASH
BAE1NGKROW2L	BANKROLL
BRAA1SKIY0	BROSKY
AA2GAH0STIH1NIY0AH0N	AUGUSTINIAN
EH0NGGAO1R	NGOR
EH0SKAH0NAA1ZIY0	ESKENAZI(1)
MAA0RMOW0LEY1YOW0	MARMOLEJO
EH1NDTAY0MER0	ENDTIMER
THAA1MLIY0	THOMLEY
ZAH0NEH1LAH0	ZANELLA
GAO0REH1NFLOW0	GORENFLO
KAH0NFEH1KSHAH0NEH2RIY0	CONFECTIONERY
TIY1BIY1	TB
KOW1LER0	KOLAR
KAY1OW0TS	COYOTES(1)
IY1STER0NER0	EASTERNER
WAA1NDER0IH0NG	WANDERING
HHAW1SWAY2VZ	HOUSEWIVES
JHEH1NER0EY2TIH0NG	GENERATING
AW1TKLAE2S	OUTCLASS
MAH0LAO1NIH0KS	MOLONICKS
LUW1IH0NG	LEWING
SHAA1KLIY0	SHOCKLEY
MER1V	MIRV
KIH1PER0	KIPPUR
PAH0LAE1STER0	PILASTER
JHEH1RIY0	GERRIE
SAH1MZ	SUMS
SAE1DLIH0NG	SANDLING
AH0BSTRUW1S	ABSTRUSE
IH1NTER0LIY2F	INTERLEAF
TIH1SDAH0L	TISDELL
MAH0KAE1VAH0TIY0	MCAVITY
AA2RKEY1DIY0AH0NZ	ARCADIANS
DIH0SPRUW1VIH0N	DISPROVEN
SKOW1LNIH0K	SKOLNICK
FLAY1D	FLIED
LEH1VAH0SER0	LEVASSEUR
IH0MBAA1DIY0	EMBODY
KAH1SH	KUSCH
MAA0FUW1CHIY0	MAFFUCCI
PIY1DRAH0	PIEDRA
SEY1NT	SAINT
RIH0PRAY1Z	REPRISE
JHER1MAH0NZ	GERMANS
RIY0KAE1PCHER0	RECAPTURE
JHOW2HHAE1NSAH0N	JOHANSON
LAH0GROW2SER0IY1AH2	LAGROCERIA(1)
JHAO1RJHAH0	GIORGIA
LEH1CHER0AH0S	LECHEROUS
SAA0NTAO0REH1LIY0	SANTORELLI
FIH1LAW0ER0	PHILHOWER
LAH0MAA1T	LAMOTT
FER0NAA1NDAH0	FERNANDA(1)
RIY0PLAY1Z	REPLIES(1)
REH1KTAH0FAY2D	RECTIFIED
PIH1LFER0Z	PILFERS
FIH1NGGER0PRIH2NTIH0NG	FINGERPRINTING
EH1RFOW2N	AIRFONE
KWAY1RIY0	QUIRY
WIH1NTER0STIY2N	WINTERSTEEN
AA0LIY0BEH1RTIY0	ALIBERTI
DAE1NYAH0L	DANIEL
MEH1RIH0DIH0TH	MERIDETH
BAH0DIY1AH0	BADEAH
PRUW1	PRU
REH1ZIH0DAH0NS	RESIDENCE
AO0LSEH1T	ALLSET
PIH1TFAO2L	PITFALL
SWIY1TMAH0N	SWEETMAN
MAH0GREY1N	MCGRANE
DYUW1LAH0NIY0	DULANEY
NAY1THHUH2D	KNIGHTHOOD
HHIY1TWOW2L	HEATWOLE
FLAY1SHMAH0N	FLEISHMAN
TEH0LUH1RIY0AH0M	TELLURIUM
STEH1MIH0NG	STEMMING
MOW1SEH0L	MOSEL
RIY0YUW1ZIH0NG	REUSING
SPIY1CHRAY2TER0	SPEECHWRITER
PEY1SMEY2KER0Z	PACEMAKERS
PRAA1KTER0	PROCTOR
FREY1IH0NG	FRAYING
AE0NTAH0MAO1RTAH0M	ANTEMORTEM
BAA1TS	BAATZ
KAA1PIH0NHHAH0VER0	KOPPENHAVER
LAE1NDSAE1T	LANDSAT
RIH0SIH1ZHAH0N	RECISION
FEY1ZIH0NG	PHASING
MAH0KNEH1VAH0N	MCNEVIN
PEH1RAH0SKOW2PS	PERISCOPES
NAH1KAH0LZ	NUCKLES
LEH1TIH0SH	LETTISH
FER0GEH1TS	FORGETS
FAO1RTHKAO1RTER0	FOURTHQUARTER(1)
MAY1R	MIRE
AO1FER0IH0NGZ	OFFERING'S
PIH1CHAH0	PICHA
REY1GAH0NAY2T	REAGANITE
JHIH1NGGAH0LZ	JINGLES
SEH1KER0IH0ST	SECREST
VIH1VIY0AH0N	VIVIEN
FEY1DAH0N	FADEN
RUW0BIY1NOW0	RUBINO
VIY1TOW0	VITO
IH2NIH1SHAH0LIH0NG	INITIALING
ZIH1LYAH0NZ	ZILLIONS
NOW1ER0	KNOWER
FLAE1SHBAE2KS	FLASHBACKS
RIY0VAE1MPIH0NG	REVAMPING
GROW1ER0Z	GROWERS'
LAY1NAH0FEH2LTER0	LINAFELTER(1)
NAE1SHIH0NG	GNASHING
AE1FRIH0KAH0NZ	AFRICANS
YER1SLIY0	YEARSLEY
SHAA1RNHHAO0RST	SCHARNHORST
SAY0HHEH1KSAH0TIH0N	CYHEXATIN
HHAY0PER0BAA1RIH0K	HYPERBARIC
KUH1RZ	KOORS
SAE1TER0DEY0Z	SATURDAY'S(1)
PIY1TAH0	PETA
DIH0KOW1STAH0	DECOSTA
PSHUW1	PSHEW
DEH2NDROW2KRAH0NAA1LAH0JHIY0	DENDROCHRONOLOGY
HHOW0ZEY1AH0Z	HOSEA'S(1)
HHAE1GIH2N	HAGIN(1)
MAH0KDAW1AH0L	MCDOWELL
SEY1GER0Z	SAGERS
TEH0GUW0SIY0GAE1LPAH0	TEGUCIGALPA
MEY0DAO1RAH0	MEDORA
AH0TEY1NMAH0NT	ATTAINMENT
SAA1FTER0	SOFTER
BRAO1DIH0ST	BROADEST
KAA1WER0	COWHER
RIH1R	REAR
GUH1DLEH2T	GOODLETT
TEH1SLER0	TESSLER
KAH1DLIY0	CUDDLY
HHEH1RAH0SIY0	HERESY
SHRAA1K	SCHROCK
FRIY1MIY0ER0	FREEMYER
SHEY1PLIY0	SHAPELY
FOW1KAH0SIH0NG	FOCUSING
CHIY0LIY0BEH1RTOW2	CILIBERTO
STAW1T	STOUT
KAE2STIY1OW0	CASTILLO
DAO1R	DOHR
STAE1CHUW0T	STATUTE
PEH1GD	PEGGED
IH2NTRIH1NSIH0KAH0LIY0	INTRINSICALLY
KAA1NER0IY0Z	CONNERY'S
KER1KLIH0N	KIRKLIN
AH0PSEH1TS	UPSETS
KIH1RIY0	KIRI
AH0NKAA1NSHAH0NAH0BAH0L	UNCONSCIONABLE
HHIH1LER0IY0	HILLERY
HHAO1RNBEH2K	HORNBECK
FAY1NAW0ER0	FEINAUER
LAA1BSTER0MAH0N	LOBSTERMAN
BAE1KSLAE2P	BACKSLAP
LUW1KRAH0TIH0V	LUCRATIVE
MAY1AH0	MAIA
PEH2NSAH0LVEY1NYAH0	PENNSYLVANIA
MOW1LDIY0	MOLDY
POY2NSEH1TIY2AH0	POINSETTIA
HHAE1NTAH0VAY2RAH0S	HANTAVIRUS
MIH0REH1L	MIRELL
GEH1PHHAA0RT	GEPHART
AH1PTIH2KS	UPTICKS
BAO1RG	BORG
GOW1LDAH0NTHAA2L	GOLDENTHAL
LAY1TAH0NIH0NG	LIGHTENING
MAH0KDER1MAH0T	MCDERMOTT
MEH1SER0SHMIH2T	MESSERSCHMIDT
AA1RZ	OURS(1)
SHOW1F	SHOAFF
LAO1NGGAH0ST	LONGEST
MIH1TIH0NDAO0RF	MITTENDORF
KAH0LAY1DZ	COLLIDES
BAE1MAH0T	BAMUT
FAE2SAH0NEY1SHAH0N	FASCINATION
BAA1HHAH0NAE0N	BOHANAN
IH1LK	ILK
MAE1RIH0LIH0N	MARYLIN
KAH0BAA1TSKIY0	KUBACKI
RIY0IH0NAE1KTMAH0NT	REENACTMENT
KAA0RAA0DOW1NAH0	CARADONNA
AA1NKAO2R	ENCORE
KAH1VER0D	COVERED
PLAE0NGKTAA1NIH0K	PLANKTONIC
AE0MBIH1VAH0LAH0NS	AMBIVALENCE
DIH0LAY1TIH0NG	DELIGHTING
THER2MAH0PLAE1STIH0KS	THERMOPLASTICS
DAA1RTBAO2RD	DARTBOARD
WIH1N	WIN
RAE1ZAH0L	RAZZLE
REY1PIH0NG	RAPING
IH2NEH1BRIY0EY2TS	INEBRIATES
HHIH1KAH0P	HICCOUGH
HHAA0FIY1FS	HAFIF'S
AA1RMZ	ARMS
SIY1KWAH0NT	SEQUENT
DEH1NVER0Z	DENVER'S
TAO2RUW1MIY0	TORUMI
IH1ZAH0MZ	ISMS
PREH1N	PREHN
KAA1KRAH0N	COCKRAN
RIH0KWEH1ST	REQUEST
BAA1GDAH0NAO0F	BOGDANOFF
HHEH1NAH0SIY0	HENNESSEY
JHAA1LIY0	JOLLIE
PAO0RCHEH1LAH0	PORCELLA
TEH1NDAH0N	TENDON
HHAE1KIH0NG	HACKING
HHAA1RTNIH0NG	HEARTENING(1)
KAA1FIY0	COFFEE
KAE1LIY0ER0	CALLIER
GREH1TS	GRETZ
SHAY1DIH0GER0	SCHEIDEGGER
HHAA1KMUW2TH	HOCHMUTH
RIY2AE2KTIH1VAH0TIY0	REACTIVITY
PRAO2STHEH1SIH0S	PROSTHESIS
PAA1RTNER0Z	PARTNERS
HHEH1RLAY2N	HAIRLINE
LAO1RAH0NS	LAURANCE
MAE0NCHUH1RIY0AH0	MANCHURIA
HHIY1BIY0	HEBEI
AH0TRAE1KSHAH0NZ	ATTRACTIONS
JHEH1NAH0LAE2BZ	GENELABS
KRAE1NFIY2LD	CRANFIELD
POW2LIH0SEH1RIY0OW0	POLISARIO
NAE1CHER0AH0LIY0	NATURALLY
PAA0LOW1MAH0	PALOMA
CHAY2KAA1VSKIY0Z	TCHAIKOVSKY'S(1)
AH0JHAH1JH	ADJUDGE
LAO0REH0NZIY1NIY0	LORENZINI
ZAY1DER0Z	ZEIDERS
STAA1RNZ	STARNS
SEH2LFKAA1NFAH0DAH0NT	SELF-CONFIDENT
DIH0GRAA1VIY0	DEGRAVE
EY1LAH0N	ALUN
LIH1T	LIT
STAE0MPIY1DIH0NG	STAMPEDING
PLAY1AH0SIY2N	PLIOCENE
SAO1LTER0Z	PSALTERS
SHMER1TS	SCHMERTZ
KAH1D	CUDD
SAE1K	SAC
EH1NER0JHEH2N	ENERGEN
YOW1KT	YOKED
MAO1T	MAUTE
LAA1TER0IY0	LOTTERY
AE1MIH0K	AMICK
AA0LIH1REY0	ALIRE
SEH1LFLAH0SNIH0S	SELFLESSNESS
AH0PAA2LAH0JHEH1TIH0KLIY2	APOLOGETICALLY
SIY1MAA0	SEEMA
LOW1KEY2TER0Z	LOCATORS
STEY1PAH0L	STAPLE
AH0TEY1MIY0AH0N	ATAMIAN
GAY1ZER0	GEYSER
KIH1LOW2	KILO
WEY1JHD	WAGED
KEH1NZOW0	KENZO
KRIH1P	CRIP
TER1KIY0Z	TURKEY'S
LIY1MAH0N	LEMAN
AA0VEH0NDAA1NOW0	AVENDANO
FAA1RT	FART
LAE1D	LAD
HHEH1LAH0N	HELEN
GER1KIH0NZ	GHERKINS
WAH1N	WON
DAH0KLER1KS	DECLERK'S
BAE1NER0Z	BANNERS
KER1IY0ER0	CURRIER
LAO1RAH0NS	LAURENCE
IH1N	IN(1)
BEH1SIY0MER0	BESEMER
HHEH1MAH0L	HEMEL
LAE1FER0	LAFFER
SOW1LDAE2D	SOLEDAD
LAH1KSAH0MBER1G	LUXEMBOURG(1)
AW1IH0NBIY0	OWENBY
WER1KFAO2RS	WORKFORCE
IH2RIH0VER1SAH0BAH0L	IRREVERSIBLE
ZUW1	ZOO
TEH1RAH0FAY2Z	TERRIFIES
SAH1BJHAH0GEY2TIH0D	SUBJUGATED
TAO0RMEH1NT	TORMENT(1)
HHEH1NIH0NG	HENNING
AE2NTAH0SEH1PTIH0K	ANTISEPTIC
KRIH1STAH0LZ	CRYSTALS
SHEH1RHHOW2LDIH0NG	SHAREHOLDING
GOY1AH0Z	GOYA'S
HHUW1TOW0	HUTTO
TOW1L	TOLE
MAA1SIY0	MOSIE
AH0PRIY1SHIY0EY2TIH0D	APPRECIATED
LAE1NGMAH0N	LANGMAN
DIH2SKAH0MBAO1BYUW0LEY0T	DISCOMBOBULATE
IH0LIY1TIH0STS	ELITISTS(1)
PRAE1KT	PRACHT
VAE1SIY0	VASEY
MAH0HHAE1FIY0	MAHAFFEY
PAH1TNAH0M	PUTNAM
SKRAH1NCHT	SCRUNCHED
AA1STER0GREH0N	OSTERGREN
SUW1PER0TAE2NGKER0Z	SUPERTANKERS
KAH0REH1MAH0Z	KAREMA'S
SPLIH1TER0	SPLITTER
KOW2SIY0OW1LEH0K	KOCIOLEK
BAA1RBZ	BARBS
IH2MPIH1NJHIH0NG	IMPINGING
HHER1DIH0NG	HERDING
DAW1IY0	DOWIE
BRUW1JHIH0Z	BRUGES
BAH1SIY0	BUSSIE
SPAE1NG	SPANG
VAA0LIY1DAH0	VALIDA
PRAO2STHIY1SIH0S	PROSTHESIS(1)
PLAE1NAH0KAA2N	PLANECON
VIH1LAH0Z	VILLA'S
YAO1NIH0NG	YAWNING
SIY0AO0RTIY1NOW0	SCIORTINO
KAE1LIH0F	CALIF
MEH1KLER0	MECHLER
LAA1TIY0	LOTTIE
JHEH1RIY0	JERRIE
BOW1LAH0ND	BOHLAND
MAH1STER0IH0NG	MUSTERING
SAO1IY0N	SAWIN
GRAA1NOW0	GRANO
PIH0ZAE1Z	PIZAZZ
HHAH1DMAH0N	HUDMAN
ER1HHAA0RT	ERHART
AO2R	HORS(1)
DIY0LAO0REH1NTIY2Z	DELAURENTIIS
FIH1NIH2NVEH2STS	FININVEST'S
FRIH1SKIH0N	FRISKIN
SER0IY1BRAH0LIY0	CEREBRALLY
BLUW1PRIH2NTS	BLUEPRINTS
IH2NAH0LEH1KCHUW0AH0L	INTELLECTUAL(1)
AA1NAH0ST	HONEST
OW0KLER1	OCLAIR
EH1SHAH0LMAH0N	ESHLEMAN
IH0KSPAE1NCHAH0NIH0ST	EXPANSIONIST(1)
SER1BIY0AH0Z	SERBIAS
DEH1LKAE0MP	DELCAMP
SLIH1MP	SLIMP
RAH1STIY0Z	RUSTYS
DIH1STLER0	DISTLER
IH0MBAA1DIY0D	EMBODIED
IY1DAH0NZ	EDENS
BAA1MBER0GER0	BOMBERGER
MAA1RLAH0NZ	MARLINS
LAO1GAH0GRAE2M	LOGOGRAM
GRAE1NDBEH2RIY0	GRANDBERRY
LIH1LIY0	LILLIE
VAE1NDAY2N	VANDYNE
SPEH1KMAH0N	SPECKMAN
DAA1BER0STIY2N	DOBBERSTEIN
PAA1P	POPPE
WIH1SP	WISP
SNEH1DAH0N	SNEDDON
MER0IY1DAH0	MERIDA
LAE1STS	LAST'S
IY0VOW1KIH0NG	EVOKING(1)
AE1PAH0LWAY2T	APPLEWHITE
KLIH1NGKSKEY2LZ	CLINKSCALES
HHAY1NTZAH0LMAH0N	HEINTZELMAN
MAA0RCHEH1LIY0AH0	MARCELIA
PEY1MAH0N	PEYMAN
GAY1GAH0L	GEIGLE
SHAO1RB	SHORB
DEH1RIY0AH0N	DARIEN
KAA2NDAH2KTIH1VAH0TIY0	CONDUCTIVITY
LAA1PIH0JH	LAPAGE
AE2BER0EY1SHAH0NZ	ABERRATIONS
AY1ST	ICED
LAE1K	LAK
KAE1TAH0LAO2GD	CATALOGUED
GLEH1N	GLEN
DIH0VIH1NCHIY0Z	DEVINCI'S
TEY1GER0	TAGER
OW2CHOW1AA0	OCCHOA
GIY1LGAH0D	GIELGUD
RIY1DER0Z	READER'S
ZIH1NIY0AH0	ZINNIA
DRAE1HHAH0SHAE0K	DRAHUSCHAK
HHAE1GMAH0N	HAGMAN
BER1T	BIRT
SAH0KSEH1SIH0Z	SUCCESSES(1)
DIH0LEH1MAH0	DILEMMA
GAH0SIY0AO0RAO1FSKIY0	GASIOROWSKI
WIY1T	WHEAT
SKRAO1TIH0N	SCROTTEN
WUH1DHHAO2L	WOODHALL
WEH1NZ	WENZ
BAH1K	BUCK
KUW1NER0	KUHNER
PIH0LEH1JHIY0	PILEGGI
IH0NFLEY1T	INFLATE
STAA1K	STAACK
BIY1TAH0L	BEATLE
RIY1KIH0NG	WREAKING
EH1KOW0HHAO2KS	ECHOHAWK'S
GAY1LER0	GEILER
IH0KSKLUW1ZHAH0NEH2RIY0	EXCLUSIONARY
JHEH1NT	GENT
AE1LVIH0N	ALVIN
STAE1DNIH0K	STADNIK
DAW1TER0	DOUBTER
GEY1LAH0Z	GALAS
DAH0MOW1N	DAMONE
VAE1LZPAA0R	VALSPAR
DEY0LAA1KRUW0Z	DELACRUZ
KAH0NDIH1SHAH0NAH0LIY0	CONDITIONALLY
IH2NEH1BRIY0EY2TAH0D	INEBRIATED
NAH1NAH0LIY0	NUNNALLY
JHEH1NAH0SAY2DAH0L	GENOCIDAL
KWEH1LIH0NG	QUELLING
BIH1N	BEEN
BAE1STOW0	BASTOW
STIY1VIH0NZIH0Z	STEPHENS'S
WIH1GFIY2LD	WIGFIELD
ROW1ZIH0Z	ROSE'S
SHNAY1DER0Z	SCHNEIDERS'
RIY1K	REICK
VOY1DZ	VOIDS
CHEH0SAA1RIY0OW0	CESARIO
REH0PTIH1LYAH0N	REPTILIAN
RUW1BIY0Z	RUBIES
TAY1DH	TITHE
SHRAE1G	SCHRAG
AE2NER0EH1KSIH0KS	ANOREXICS
JHAH1NGKIH0TS	JUNKETS
SHRIH1VAH0L	SHRIVEL
LEY1SFIY2LD	LACEFIELD
SWAO1RTWUH2D	SWARTWOOD
FIH1NAH0L	FINNELL
KAA1MAH0DIY0Z	COMEDIES
BER1THMAA2RK	BIRTHMARK
KAO2RNIY1L	CORNEAL
KAO1MAH0TAA1NIY2	KOMATANI
MAA1SKAH0VIH0TS	MOSKOVITZ
MAH1LAH0T	MULLET
VER0IY1TAH0L	VARIETAL
BIY0NAY1TS	BENIGHTS
HHAE1LPER0IH0N	HALPERIN
DAA1KTER0	DOCTOR
MAA1NYAH0MAH0NT	MONUMENT(1)
BAE1NTAH0M	BANTAM
TIH1NIY0	TINNY
AE0MHHOY1ST	AMHOIST
KOW1STLAY2NZ	COASTLINES
BRAW1NSHWAY0G	BRAUNSCHWEIG
PAE1SIH0JHWEY2	PASSAGEWAY(1)
RAY1Z	RIES
LIH1NGGER0IH0NG	LINGERING
KAA0ZMEH1TIH0K	COSMETIC
NAA0NSER1JHIH0KAH0L	NON-SURGICAL
DIH0SPAE1CHER0Z	DISPATCHERS
JHEY1MZWEY2	JAMESWAY
BLER1T	BLURT
TRAY1	TRIE
RAY1T	WRIGHT
WER1LIH0TSER0	WURLITZER
SEH1LT	CELT
PRIH0VEH1NTIH0NG	PREVENTING
NIH1KAH0LSAH0NZ	NICHOLSON'S
GRIH1NSTAY2N	GRINSTEIN(1)
MAE1JHRUW0	MAJROOH
FEH1NSTER0MEY2KER0	FENSTERMAKER
WEH1STER0MAH0N	WESTERMANN
HHWIH1TMAH0NZ	WHITMAN'S(1)
MAA0RCHEH1LAH0	MARCELA
AH0LIH1THIY0AH0	ALITHIA
TAA2DAA1SHIY0	TADASHI
HHEH1TLER0	HETTLER
IH2NKLUW1DZ	INCLUDES
TRAE0NZLEY1TAH0D	TRANSLATED
BREH1MAH0N	BREMEN
KAW1L	COULL
IH2NER0CHEY1NJHAH0BAH0L	INTERCHANGEABLE(1)
FLEH1KSAH0BLIY0	FLEXIBLY
